volcano_number,volcano_name,eruption_number,vei,start_year,end_year,latitude,longitude,decade,country,region,subregion,elevation,tectonic_settings,volcano_type
357110,Llaima,12074,1.0,2002-01-01,,-38.692,-71.729,2000.0,Chile,South America,Central Chile and Argentina,3125.0,Subduction zone / Continental crust (>25 km),Stratovolcano
264180,Lewotobi,16300,1.0,2002-01-01,2002.0,-8.542,122.775,2000.0,Indonesia,Indonesia,Lesser Sunda Islands,1703.0,Subduction zone / Crustal thickness unknown,Stratovolcano
352020,Guagua Pichincha,11499,1.0,2002-01-01,2002.0,-0.171,-78.598,2000.0,Ecuador,South America,Ecuador,4784.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252140,Rabaul,15098,2.0,2002-01-01,2004.0,-4.271,152.203,2000.0,Papua New Guinea,Melanesia and Australia,New Britain,688.0,Subduction zone / Continental crust (>25 km),Other
284080,Sumisujima,18354,0.0,2002-01-01,2002.0,31.44,140.051,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",136.0,Subduction zone / Oceanic crust (< 15 km),Submarine Volcano
284090,Izu-Torishima,18372,2.0,2002-01-01,2002.0,30.484,140.303,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",394.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
252080,Witori,15027,3.0,2002-01-01,2003.0,-5.576,150.516,2000.0,Papua New Guinea,Melanesia and Australia,New Britain,724.0,Subduction zone / Continental crust (>25 km),Caldera
315020,Wrangell,20420,1.0,2002-01-01,2002.0,62.006,-144.017,2000.0,United States,Alaska,Alaska (eastern),4278.0,Intraplate / Continental crust (>25 km),Shield Volcano
263350,Ijen,16178,1.0,2002-01-01,2002.0,-8.058,114.242,2000.0,Indonesia,Indonesia,Java,2769.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223020,Nyamuragira,14082,2.0,2002-01-01,2002.0,-1.408,29.2,2000.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
311161,Korovin,19765,1.0,2002-01-01,,52.381,-174.166,2000.0,United States,Alaska,Aleutian Islands,1518.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12893,0.0,2002-01-01,2002.0,64.633,-17.516,2000.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
263340,Raung,16162,2.0,2002-01-01,2002.0,-8.119,114.056,2000.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351080,Galeras,11376,1.0,2002-01-01,2002.0,1.22,-77.37,2000.0,Colombia,South America,Colombia,4276.0,Subduction zone / Continental crust (>25 km),Complex Volcano
342110,Pacaya,19886,1.0,2002-01-01,2002.0,14.382,-90.601,2000.0,Guatemala,México and Central America,Guatemala,2569.0,Subduction zone / Continental crust (>25 km),Complex Volcano
344020,San Cristobal,10889,1.0,2002-01-01,2002.0,12.702,-87.004,2000.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252010,Langila,14998,2.0,2002-01-01,2003.0,-5.525,148.42,2000.0,Papua New Guinea,Melanesia and Australia,New Britain,1330.0,Subduction zone / Continental crust (>25 km),Complex Volcano
223030,Nyiragongo,14107,2.0,2002-01-01,2020.0,-1.52,29.25,2000.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
282060,Kikai,17001,2.0,2002-01-01,2002.0,30.793,130.305,2000.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,704.0,Subduction zone / Oceanic crust (< 15 km),Caldera
256010,Tinakula,15207,1.0,2002-01-01,,-10.386,165.804,2000.0,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,796.0,Subduction zone / Crustal thickness unknown,Stratovolcano
352020,Guagua Pichincha,11498,1.0,2002-01-01,2002.0,-0.171,-78.598,2000.0,Ecuador,South America,Ecuador,4784.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19479,2.0,2002-01-01,2002.0,56.056,160.642,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
257060,Epi,15331,1.0,2002-01-01,2002.0,-16.68,168.37,2000.0,Vanuatu,Melanesia and Australia,Vanuatu,833.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
284110,Kita-Ioto,18393,0.0,2002-01-01,2002.0,25.424,141.284,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",792.0,Subduction zone / Crustal thickness unknown,Stratovolcano
266100,Lokon-Empung,16461,2.0,2002-01-01,2002.0,1.358,124.792,2000.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
290360,Chikurachki,18855,2.0,2002-01-01,2002.0,50.324,155.461,2000.0,Russia,Kuril Islands,Kuril Islands,1781.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223030,Nyiragongo,14106,1.0,2002-01-01,2002.0,-1.52,29.25,2000.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
251020,Manam,14930,3.0,2002-01-01,2002.0,-4.08,145.037,2000.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1807.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14382,1.0,2002-01-01,2002.0,-21.244,55.708,2000.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
342090,Fuego,10733,3.0,2002-01-01,2020.0,14.473,-90.88,2000.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13835,1.0,2001-01-01,2002.0,37.748,14.999,2000.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300250,Bezymianny,19379,2.0,2001-01-01,2002.0,55.972,160.595,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2882.0,Subduction zone / Continental crust (>25 km),Stratovolcano
360160,Kick 'em Jenny,12468,0.0,2001-01-01,2001.0,12.3,-61.64,2000.0,Grenada,West Indies,West Indies,-185.0,Subduction zone / Oceanic crust (< 15 km),Submarine Volcano
352020,Guagua Pichincha,11497,1.0,2001-01-01,2001.0,-0.171,-78.598,2000.0,Ecuador,South America,Ecuador,4784.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300130,Karymsky,19187,3.0,2001-01-01,2016.0,54.049,159.443,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,1513.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284080,Sumisujima,18353,0.0,2001-01-01,2002.0,31.44,140.051,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",136.0,Subduction zone / Oceanic crust (< 15 km),Submarine Volcano
342110,Pacaya,19880,1.0,2001-01-01,2001.0,14.382,-90.601,2000.0,Guatemala,México and Central America,Guatemala,2569.0,Subduction zone / Continental crust (>25 km),Complex Volcano
284110,Kita-Ioto,18392,0.0,2001-01-01,2001.0,25.424,141.284,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",792.0,Subduction zone / Crustal thickness unknown,Stratovolcano
300100,Avachinsky,19104,1.0,2001-01-01,2001.0,53.256,158.836,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2717.0,Subduction zone / Continental crust (>25 km),Stratovolcano
390081,Montagu Island,13205,1.0,2001-01-01,2007.0,-58.445,-26.374,2000.0,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,1370.0,Subduction zone / Oceanic crust (< 15 km),Shield Volcano
261160,Talang,15494,1.0,2001-01-01,2001.0,-0.979,100.681,2000.0,Indonesia,Indonesia,Sumatra,2575.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284120,Ioto,18421,1.0,2001-01-01,2001.0,24.751,141.289,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",169.0,Subduction zone / Crustal thickness unknown,Caldera
300250,Bezymianny,19378,3.0,2001-01-01,2001.0,55.972,160.595,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2882.0,Subduction zone / Continental crust (>25 km),Stratovolcano
262000,Krakatau,15625,1.0,2001-01-01,2001.0,-6.102,105.423,2000.0,Indonesia,Indonesia,Krakatau,155.0,Subduction zone / Continental crust (>25 km),Caldera
211060,Etna,13832,2.0,2001-01-01,2001.0,37.748,14.999,2000.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
251020,Manam,14929,2.0,2001-01-01,2001.0,-4.08,145.037,2000.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1807.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14381,1.0,2001-01-01,2001.0,-21.244,55.708,2000.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
312030,Pavlof,20152,1.0,2001-01-01,,55.417,-161.894,2000.0,United States,Alaska,Alaska Peninsula,2493.0,Subduction zone / Continental crust (>25 km),Stratovolcano
268030,Ibu,16580,0.0,2001-01-01,2001.0,1.488,127.63,2000.0,Indonesia,Indonesia,Halmahera,1325.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
261170,Kerinci,15528,2.0,2001-01-01,2002.0,-1.697,101.264,2000.0,Indonesia,Indonesia,Sumatra,3800.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344020,San Cristobal,10888,1.0,2001-01-01,2001.0,12.702,-87.004,2000.0,Nicaragua,México and Central America,Nicaragua,1745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284141,Ahyi,18474,0.0,2001-01-01,2001.0,20.42,145.03,2000.0,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",-75.0,Subduction zone / Crustal thickness unknown,Submarine Volcano
344100,Masaya,11037,1.0,2001-01-01,2001.0,11.985,-86.165,2000.0,Nicaragua,México and Central America,Nicaragua,594.0,Subduction zone / Continental crust (>25 km),Caldera
261140,Marapi,15478,2.0,2001-01-01,2001.0,-0.38,100.474,2000.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
233020,"Fournaise, Piton de la",14380,1.0,2001-01-01,2001.0,-21.244,55.708,2000.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
241040,Whakaari/White Island,14495,2.0,2001-01-01,2001.0,-37.52,177.18,2000.0,New Zealand,New Zealand to Fiji,New Zealand,294.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223020,Nyamuragira,14081,2.0,2001-01-01,2001.0,-1.408,29.2,2000.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
344040,Telica,10935,1.0,2001-01-01,2001.0,12.606,-86.84,2000.0,Nicaragua,México and Central America,Nicaragua,1036.0,Subduction zone / Continental crust (>25 km),Stratovolcano
264090,Inielika,16258,2.0,2001-01-01,2001.0,-8.73,120.98,2000.0,Indonesia,Indonesia,Lesser Sunda Islands,1559.0,Subduction zone / Crustal thickness unknown,Complex Volcano
284040,Miyakejima,18274,2.0,2001-01-01,2002.0,34.094,139.526,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",775.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
261030,Peuet Sague,15395,2.0,2000-01-01,2000.0,4.903,96.289,2000.0,Indonesia,Indonesia,Sumatra,2785.0,Subduction zone / Continental crust (>25 km),Complex Volcano
282030,Suwanosejima,16946,3.0,2000-01-01,2004.0,29.638,129.714,2000.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,796.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
263310,Tengger Caldera,16062,2.0,2000-01-01,2001.0,-7.942,112.95,2000.0,Indonesia,Indonesia,Java,2329.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284080,Sumisujima,18352,0.0,2000-01-01,2000.0,31.44,140.051,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",136.0,Subduction zone / Oceanic crust (< 15 km),Submarine Volcano
284110,Kita-Ioto,18391,0.0,2000-01-01,2000.0,25.424,141.284,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",792.0,Subduction zone / Crustal thickness unknown,Stratovolcano
282060,Kikai,17000,1.0,2000-01-01,2001.0,30.793,130.305,2000.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,704.0,Subduction zone / Oceanic crust (< 15 km),Caldera
285020,Hokkaido-Komagatake,18582,1.0,2000-01-01,2000.0,42.063,140.677,2000.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1131.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263350,Ijen,16176,1.0,2000-01-01,2000.0,-8.058,114.242,2000.0,Indonesia,Indonesia,Java,2769.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261220,Kaba,15548,1.0,2000-01-01,2000.0,-3.522,102.615,2000.0,Indonesia,Indonesia,Sumatra,1940.0,Subduction zone / Continental crust (>25 km),Stratovolcano
342110,Pacaya,10763,1.0,2000-01-01,2001.0,14.382,-90.601,2000.0,Guatemala,México and Central America,Guatemala,2569.0,Subduction zone / Continental crust (>25 km),Complex Volcano
373030,Bardarbunga,12892,0.0,2000-01-01,,64.633,-17.516,2000.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
311360,Shishaldin,20099,1.0,2000-01-01,,54.756,-163.97,2000.0,United States,Alaska,Aleutian Islands,2857.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19478,2.0,2000-01-01,2000.0,56.056,160.642,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
355100,Lascar,11873,2.0,2000-01-01,2001.0,-23.37,-67.73,2000.0,Chile,South America,"Northern Chile, Bolivia and Argentina",5592.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300250,Bezymianny,19377,2.0,2000-01-01,2000.0,55.972,160.595,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2882.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263180,Slamet,15764,1.0,2000-01-01,2000.0,-7.242,109.208,2000.0,Indonesia,Indonesia,Java,3428.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263340,Raung,16161,2.0,2000-01-01,2000.0,-8.119,114.056,2000.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357090,Copahue,12011,2.0,2000-01-01,2000.0,-37.856,-71.183,2000.0,Chile-Argentina,South America,Central Chile and Argentina,2953.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300060,Mutnovsky,18973,1.0,2000-01-01,2000.0,52.449,158.196,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2288.0,Subduction zone / Continental crust (>25 km),Complex Volcano
284040,Miyakejima,18273,3.0,2000-01-01,2000.0,34.094,139.526,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",775.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
233020,"Fournaise, Piton de la",14379,1.0,2000-01-01,2000.0,-21.244,55.708,2000.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
251020,Manam,14928,2.0,2000-01-01,2000.0,-4.08,145.037,2000.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1807.0,Subduction zone / Continental crust (>25 km),Stratovolcano
262000,Krakatau,15624,1.0,2000-01-01,2000.0,-6.102,105.423,2000.0,Indonesia,Indonesia,Krakatau,155.0,Subduction zone / Continental crust (>25 km),Caldera
224010,Cameroon,14135,2.0,2000-01-01,2000.0,4.203,9.17,2000.0,Cameroon,Africa and Red Sea,Africa (western),4095.0,Intraplate / Continental crust (>25 km),Stratovolcano
266030,Soputan,16435,2.0,2000-01-01,2003.0,1.112,124.737,2000.0,Indonesia,Indonesia,Sulawesi,1785.0,Subduction zone / Continental crust (>25 km),Stratovolcano
390090,Saunders,13204,0.0,2000-01-01,2013.0,-57.8,-26.483,2000.0,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,843.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
266100,Lokon-Empung,16460,2.0,2000-01-01,2001.0,1.358,124.792,2000.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
354006,Sabancaya,11751,2.0,2000-01-01,2000.0,-15.787,-71.857,2000.0,Peru,South America,Peru,5960.0,Subduction zone / Continental crust (>25 km),Stratovolcano
285030,Toya,18602,2.0,2000-01-01,2001.0,42.544,140.839,2000.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,733.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351080,Galeras,11375,1.0,2000-01-01,2000.0,1.22,-77.37,2000.0,Colombia,South America,Colombia,4276.0,Subduction zone / Continental crust (>25 km),Complex Volcano
300060,Mutnovsky,18972,2.0,2000-01-01,2000.0,52.449,158.196,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2288.0,Subduction zone / Continental crust (>25 km),Complex Volcano
300250,Bezymianny,19376,2.0,2000-01-01,2000.0,55.972,160.595,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2882.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261140,Marapi,15477,2.0,2000-01-01,2000.0,-0.38,100.474,2000.0,Indonesia,Indonesia,Sumatra,2885.0,Subduction zone / Continental crust (>25 km),Complex Volcano
234010,Heard,14409,2.0,2000-01-01,2001.0,-53.106,73.513,2000.0,Australia,Middle East and Indian Ocean,Indian Ocean (southern),2745.0,Intraplate / Oceanic crust (< 15 km),Stratovolcano
241040,Whakaari/White Island,14494,3.0,2000-01-01,2000.0,-37.52,177.18,2000.0,New Zealand,New Zealand to Fiji,New Zealand,294.0,Subduction zone / Continental crust (>25 km),Stratovolcano
256010,Tinakula,15206,1.0,2000-01-01,2001.0,-10.386,165.804,2000.0,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,796.0,Subduction zone / Crustal thickness unknown,Stratovolcano
255020,Bagana,15139,2.0,2000-01-01,2020.0,-6.137,155.196,2000.0,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,1855.0,Subduction zone / Crustal thickness unknown,Other
372070,Hekla,12754,3.0,2000-01-01,2000.0,63.983,-19.666,2000.0,Iceland,Iceland and Arctic Ocean,Iceland (southern),1490.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
282030,Suwanosejima,16945,2.0,2000-01-01,2000.0,29.638,129.714,2000.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,796.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
233020,"Fournaise, Piton de la",14378,1.0,2000-01-01,2000.0,-21.244,55.708,2000.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
300260,Klyuchevskoy,19477,2.0,2000-01-01,2000.0,56.056,160.642,2000.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223020,Nyamuragira,14080,2.0,2000-01-01,2000.0,-1.408,29.2,2000.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
284110,Kita-Ioto,18390,0.0,2000-01-01,2000.0,25.424,141.284,2000.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",792.0,Subduction zone / Crustal thickness unknown,Stratovolcano
282060,Kikai,16999,2.0,2000-01-01,2000.0,30.793,130.305,2000.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,704.0,Subduction zone / Oceanic crust (< 15 km),Caldera
344120,Concepcion,11072,1.0,1999-01-01,1999.0,11.538,-85.622,1990.0,Nicaragua,México and Central America,Nicaragua,1700.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344100,Masaya,11036,1.0,1999-01-01,2000.0,11.985,-86.165,1990.0,Nicaragua,México and Central America,Nicaragua,594.0,Subduction zone / Continental crust (>25 km),Caldera
290100,Moyorodake [Medvezhia],18765,1.0,1999-01-01,1999.0,45.389,148.838,1990.0,Japan - administered by Russia,Kuril Islands,Kuril Islands,1124.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
311360,Shishaldin,20098,1.0,1999-01-01,2000.0,54.756,-163.97,1990.0,United States,Alaska,Aleutian Islands,2857.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284120,Ioto,18420,1.0,1999-01-01,1999.0,24.751,141.289,1990.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",169.0,Subduction zone / Crustal thickness unknown,Caldera
284110,Kita-Ioto,18389,0.0,1999-01-01,1999.0,25.424,141.284,1990.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",792.0,Subduction zone / Crustal thickness unknown,Stratovolcano
300270,Sheveluch,19594,4.0,1999-01-01,2020.0,56.653,161.36,1990.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3283.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344070,"Negro, Cerro",10970,2.0,1999-01-01,1999.0,12.506,-86.702,1990.0,Nicaragua,México and Central America,Nicaragua,728.0,Subduction zone / Continental crust (>25 km),Other
263340,Raung,16156,2.0,1999-01-01,,-8.119,114.056,1990.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14377,1.0,1999-01-01,1999.0,-21.244,55.708,1990.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
